loading
(u'diabetic', 12.056978880153091)
(u'graces', 13.155591168821202)
(u'ministries', 10.958366591484982)
(u'levels', 8.7012438725676926)
(u'competed', 12.056978880153091)
(u'business-civic', 11.209681019765888)
(u'clothes', 13.155591168821202)
(u'comnies', 13.155591168821202)
(u'purpose', 8.2803938456200488)
(u'arsehole', 13.155591168821202)
(u'clinical', 9.5180050090948161)
(u'veggie', 13.155591168821202)
(u'wash', 11.363831699593145)
(u'clarity', 11.5461532563871)
(u'specially', 12.462443988261256)
(u'basketball', 9.9367153439530007)
(u'ronn', 13.155591168821202)
(u'tandard', 13.155591168821202)
(u'forrester', 10.447540967718991)
(u'engagement', 10.15985889526721)
(u'reuben', 13.155591168821202)
(u'stack', 12.056978880153091)
(u'needed', 8.0929961357942339)
(u'listed', 8.7988823421316091)
(u'pitkin', 13.155591168821202)
(u'euro', 10.6706845190332)
(u'genesis', 11.5461532563871)
(u'listen', 9.7543937871590458)
(u'danish', 11.209681019765888)
(u'rewards', 10.265219410925036)
(u'collapse', 10.064548715462886)
(u'mckinsey', 10.322377824764985)
(u'basler', 12.462443988261256)
(u'debottlenecking', 13.155591168821202)
(u'wisdom', 9.8233866586459975)
(u'mckigney', 12.462443988261256)
(u'finalement', 12.462443988261256)
(u'foregone', 13.155591168821202)
(u'horrible', 10.516533839205943)
(u'homegrocer', 12.056978880153091)
(u'perin', 12.056978880153091)
(u'cheow', 12.056978880153091)
(u'icicle', 12.056978880153091)
(u'sanyo', 10.958366591484982)
(u'complishment', 13.155591168821202)
(u'sycamore', 11.769296807701311)
(u'nations', 8.4193927204267052)
(u'inerny', 13.155591168821202)
(u'gatling', 12.462443988261256)
(u'endure', 11.769296807701311)
(u'feeling', 9.1125399009866506)
(u'also-ran', 13.155591168821202)
(u'hijackers', 12.462443988261256)
(u'terp', 13.155591168821202)
(u'dolan', 12.056978880153091)
(u'whitcomb', 12.462443988261256)
(u'reauthorization', 11.363831699593145)
(u'spectrum', 9.6002431073317869)
(u'pigs', 12.462443988261256)
(u'spent', 8.7988823421316091)
(u'ests', 13.155591168821202)
(u'constricted', 11.209681019765888)
(u'dozen', 12.056978880153091)
(u'affairs', 8.0080966920077472)
(u'implemented', 9.5720722303650909)
(u'corbin', 12.462443988261256)
(u'concrete', 11.769296807701311)
(u'paramedics', 12.056978880153091)
(u'responsible', 8.192746538561293)
(u'causing', 11.769296807701311)
(u'lumpur', 12.056978880153091)
(u'layoffs', 11.5461532563871)
(u'imprudent', 13.155591168821202)
(u'brasoil', 13.155591168821202)
(u'committing', 13.155591168821202)
(u'transactions', 6.6116793232564088)
(u'cybersquatting', 12.056978880153091)
(u'object', 10.38300244658142)
(u'lectric', 13.155591168821202)
(u"enron's", 5.225384962136518)
(u'simplify', 10.590641811359664)
(u'dakshin', 12.056978880153091)
(u'cate', 12.462443988261256)
(u'conceded', 11.769296807701311)
(u'quantify', 13.155591168821202)
(u'preferences', 11.076149627141366)
(u'clearance', 11.209681019765888)
(u'sodikoff', 12.462443988261256)
(u'antitrust', 10.853006075827155)
(u'stretching', 13.155591168821202)
(u'camp', 10.757695896022831)
(u'rabat', 12.056978880153091)
(u'creedon', 11.363831699593145)
(u"o'shaughnessy", 13.155591168821202)
(u'outfitting', 13.155591168821202)
(u'detriment', 12.462443988261256)
(u'hp-compaq', 12.462443988261256)
(u'bateman', 12.056978880153091)
(u'lengthier', 12.056978880153091)
(u'yuba', 13.155591168821202)
(u'advisory', 8.3353096032161638)
(u'signatures', 11.363831699593145)
(u'dickey', 10.958366591484982)
(u'chirps', 12.056978880153091)
(u'managements', 12.462443988261256)
(u'advisors', 10.958366591484982)
(u'bonnie', 9.7882953388347271)
(u'prix', 10.853006075827155)
(u'qaeda', 10.590641811359664)
(u"krauss's", 12.462443988261256)
(u'participate', 7.6960056546770419)
(u'hungary', 13.155591168821202)
(u'abreast', 12.056978880153091)
(u'orleans', 11.769296807701311)
(u'busy', 8.6338025917721613)
(u'hi-tech', 11.363831699593145)
(u'louise', 9.2637708707105748)
(u'menu', 10.064548715462886)
(u'wastewater', 13.155591168821202)
(u'kozmo', 12.056978880153091)
(u'cougar', 11.769296807701311)
(u'dedicate', 11.5461532563871)
(u'rick', 7.9738076185291158)
(u'telegram', 13.155591168821202)
(u'longhorn', 12.056978880153091)
(u'rice', 8.6017142772206601)
(u'mena', 8.0316271894179412)
(u'rica', 10.853006075827155)
(u'plate', 11.769296807701311)
(u'cubic', 12.462443988261256)
(u'honda', 10.958366591484982)
(u'foremost', 12.056978880153091)
(u'alcohol', 10.6706845190332)
(u'privacy-threatening', 13.155591168821202)
(u'altogether', 13.155591168821202)
(u'volatility', 9.7216039643360546)
(u'contributes', 11.209681019765888)
(u'dolvi', 12.056978880153091)
(u'accordance', 12.462443988261256)
(u'admiral', 11.363831699593145)
(u'attewnding', 13.155591168821202)
(u'peekskill', 13.155591168821202)
(u"leader's", 12.056978880153091)
(u'aftermath', 10.958366591484982)
(u'hasten', 12.056978880153091)
(u'generosity', 11.209681019765888)
(u'gallon', 12.056978880153091)
(u'respone', 13.155591168821202)
(u'disaster', 9.6898552660214747)
(u'unanimously', 11.769296807701311)
(u'wrangle', 12.056978880153091)
(u'branding', 10.590641811359664)
(u"kaminski's", 11.769296807701311)
(u'transferred', 10.6706845190332)
(u'advances-is', 12.056978880153091)
(u'yoshihiro', 12.056978880153091)
(u'result', 8.4460609675088669)
(u'erika', 11.5461532563871)
(u'bess', 12.462443988261256)
(u'foss', 10.111068731097777)
(u'utulity', 13.155591168821202)
(u'campaigners', 10.958366591484982)
(u'ambitions', 12.462443988261256)
(u'dorr', 12.462443988261256)
(u'solace', 12.462443988261256)
(u'registration', 7.8980957967934193)
(u'pressures', 12.462443988261256)
(u'score', 10.322377824764985)
(u'melissa', 10.111068731097777)
(u'purposful', 12.462443988261256)
(u'prado', 13.155591168821202)
(u'glasgow', 13.155591168821202)
(u'apples', 13.155591168821202)
(u"who's", 11.363831699593145)
(u'parallels', 13.155591168821202)
(u'nature', 9.4667117147072641)
(u'prathina', 12.056978880153091)
(u'personalize', 11.209681019765888)
(u'authorizing', 13.155591168821202)
(u'carbon', 10.516533839205943)
(u'debt', 8.4106590404579507)
(u'patented', 10.958366591484982)
(u'outcome', 10.322377824764985)
(u'sacrificing', 12.462443988261256)
(u'triggers', 12.056978880153091)
(u'corrupted', 13.155591168821202)
(u'country', 7.877476509590684)
(u'conclusions', 10.21115218965476)
(u'heating', 9.7543937871590458)
(u'stuttgart', 13.155591168821202)
(u'alues', 12.462443988261256)
(u'planned', 9.0284567837761092)
(u'logic', 11.769296807701311)
(u"sap's", 12.056978880153091)
(u'asked', 7.0756579737256109)
(u'nanny', 10.265219410925036)
(u'libyan', 12.056978880153091)
(u'usly', 13.155591168821202)
(u"d'etudes", 13.155591168821202)
(u'non-utility', 11.769296807701311)
(u'minuses', 12.056978880153091)
(u'blending', 13.155591168821202)
(u'trade-reliant', 13.155591168821202)
(u'organisational', 12.056978880153091)
(u'fema', 12.056978880153091)
(u'nosedive', 12.056978880153091)
(u'volcker', 12.462443988261256)
(u'multi-year', 12.056978880153091)
(u'oil-pipeline', 13.155591168821202)
(u'criticised', 12.056978880153091)
(u'much', 6.6232568765988518)
(u'incompetent', 13.155591168821202)
(u'kilowatt-hour', 13.155591168821202)
(u'suan', 12.056978880153091)
(u'eastern', 9.394391053127638)
(u'courtney', 10.757695896022831)
(u'irving', 12.462443988261256)
(u"moody's", 10.020096952892052)
(u'athol', 13.155591168821202)
(u'substance', 10.265219410925036)
(u'doubts', 11.5461532563871)
(u'daboub', 12.462443988261256)
(u'propellants', 13.155591168821202)
(u"tilney's", 13.155591168821202)
(u'commerce', 7.9626343179309904)
(u'hagelin', 12.462443988261256)
(u'brainstorm', 11.5461532563871)
(u'commentaries', 12.056978880153091)
(u'contemplates', 12.056978880153091)
(u'mates', 10.958366591484982)
(u'lends', 13.155591168821202)
(u'escalator', 12.462443988261256)
(u'inaugural', 10.21115218965476)
(u'demuth', 11.209681019765888)
(u'consolidating', 12.462443988261256)
(u'biotech', 13.155591168821202)
(u'vulnerability', 12.056978880153091)
(u'played', 9.5180050090948161)
(u'expat', 13.155591168821202)
(u'myroslava', 12.056978880153091)
(u'conditioned', 13.155591168821202)
(u"earth's", 13.155591168821202)
(u'player', 9.6292306442050393)
(u'eighteen', 11.076149627141366)
(u'anticipating', 11.5461532563871)
(u'levied', 12.056978880153091)
(u'campaigning', 10.38300244658142)
(u'diservice', 12.056978880153091)
(u'specter', 12.056978880153091)
(u'trustee', 10.447540967718991)
(u'bricks-and-mortar', 11.363831699593145)
(u"beijing's", 11.363831699593145)
(u'mcduff', 13.155591168821202)
(u'credit', 7.6875310276860702)
(u'things', 7.614327623662775)
(u'cumulative', 10.265219410925036)
(u'hugetz', 12.056978880153091)
(u'spews', 12.056978880153091)
(u'split', 9.8597543028168726)
(u'principals', 13.155591168821202)
(u'lacks', 12.056978880153091)
(u'briney', 12.462443988261256)
(u'european', 8.4106590404579507)
(u'fairly', 10.322377824764985)
(u'boiled', 13.155591168821202)
(u'workforce', 10.15985889526721)
(u'emanating', 12.056978880153091)
(u'consents', 10.38300244658142)
(u'supper', 13.155591168821202)
(u'pioneers', 12.056978880153091)
(u'christodoulou', 12.056978880153091)
(u'logy', 13.155591168821202)
(u'ranged', 11.769296807701311)
(u'balance-sheet', 13.155591168821202)
(u'gelacio', 12.056978880153091)
(u'mentors', 10.958366591484982)
(u'bonny', 12.056978880153091)
(u'academic', 9.6002431073317869)
(u'xenel', 12.056978880153091)
(u'spearheading', 12.462443988261256)
(u'quantitative', 11.769296807701311)
(u'eagle', 9.3714015349029403)
(u'disseminates', 13.155591168821202)
(u'latinanet', 12.056978880153091)
(u'opinions', 9.4420191021168929)
(u'capitol', 9.8974946307997183)
(u'reckoned', 12.056978880153091)
(u'distribute', 8.8248578285348707)
(u'forsaken', 13.155591168821202)
(u'eradicate', 12.056978880153091)
(u'disguise', 13.155591168821202)
(u'mprovement', 13.155591168821202)
(u'financially', 6.1212032389056983)
(u'snickered', 13.155591168821202)
(u'industry-first', 13.155591168821202)
(u'brichambaut', 13.155591168821202)
(u'long-dated', 12.056978880153091)
(u'rushing', 10.447540967718991)
(u'previous', 8.0197927317709397)
(u'charitygift', 11.363831699593145)
(u'enters', 10.6706845190332)
(u"they'd", 11.769296807701311)
(u'phillips', 10.111068731097777)
(u'elaborated', 12.056978880153091)
(u'advancement', 11.769296807701311)
(u'requestor', 13.155591168821202)
(u'amgad', 13.155591168821202)
(u'prison', 11.363831699593145)
(u'yeates', 12.056978880153091)
(u'bioprojet', 13.155591168821202)
(u'keeley', 13.155591168821202)
(u'aponte', 13.155591168821202)
(u'kojo', 12.462443988261256)
(u'municipal', 10.21115218965476)
(u'elders', 13.155591168821202)
(u'referral', 12.462443988261256)
(u'measurement', 10.322377824764985)
(u'possible', 7.4686158124813815)
(u'subsea', 12.056978880153091)
(u'possibly', 8.7247743699778866)
(u'businessmen', 13.155591168821202)
(u'gridlock', 12.056978880153091)
(u'ratcheting', 11.363831699593145)
(u'firmed', 13.155591168821202)
(u'dered', 13.155591168821202)
(u'poses', 11.769296807701311)
(u'occurring', 10.853006075827155)
(u'mination', 13.155591168821202)
(u'gadi', 11.209681019765888)
(u'bobby', 11.5461532563871)
(u'mid-to-executive', 13.155591168821202)
(u'obstacles', 10.38300244658142)
(u'alice', 10.38300244658142)
(u'weatherstone', 13.155591168821202)
(u'remind', 9.2843901579133092)
(u'ctims', 13.155591168821202)
(u"ena's", 11.363831699593145)
(u'victimization', 12.462443988261256)
(u'greenwood', 11.769296807701311)
(u'right', 7.1641266217132191)
(u'creek', 10.447540967718991)
(u'people', 6.4091790402478264)
(u'pyongyang', 13.155591168821202)
(u'captive', 12.056978880153091)
(u'pensions', 12.462443988261256)
(u'sure', 7.3033886890467263)
(u'insistence', 11.769296807701311)
(u'baroda', 11.363831699593145)
(u'enemies', 12.462443988261256)
(u'sociology', 13.155591168821202)
(u'bottom', 8.9508985494302351)
(u'creative', 9.2043474502397729)
(u'individuals', 7.7131734582994076)
(u'uniph', 13.155591168821202)
(u'attorney-client', 10.590641811359664)
(u'mcgloin-king', 12.462443988261256)
(u'inks', 13.155591168821202)
(u'annan', 10.111068731097777)
(u'stefan', 11.5461532563871)
(u'rangel', 13.155591168821202)
(u'substituted', 12.056978880153091)
(u'exes', 13.155591168821202)
(u'tribes', 13.155591168821202)
(u'brokerage', 10.590641811359664)
(u'manufacturing', 9.2637708707105748)
(u'marketers', 10.447540967718991)
(u'stokes', 10.322377824764985)
(u'aboard', 11.076149627141366)
(u'malmuth', 12.462443988261256)
(u'instructed', 12.056978880153091)
(u'posture', 12.056978880153091)
(u'rohde', 12.056978880153091)
(u'entrants', 11.209681019765888)
(u'despain', 11.5461532563871)
(u'annualized', 11.5461532563871)
(u'coronado', 12.462443988261256)
(u'emilio', 12.056978880153091)
(u'palestinians', 10.590641811359664)
(u'emilie', 12.462443988261256)
(u'obscenity', 13.155591168821202)
(u'corrina', 12.462443988261256)
(u'bath', 10.111068731097777)
(u'warsaw', 13.155591168821202)
(u'retrofits', 13.155591168821202)
(u'facility', 8.865131727672809)
(u'maxwell', 12.056978880153091)
(u'ranger', 13.155591168821202)
(u'honeymoon', 10.590641811359664)
(u'bonsoir', 12.462443988261256)
(u'thankful', 10.21115218965476)
(u'one-fourth', 13.155591168821202)
(u'raises', 11.209681019765888)
(u'stockholder', 10.15985889526721)
(u'attrition', 12.462443988261256)
(u'reducing', 9.2043474502397729)
(u'soon', 7.549789102525204)
(u'appropriators', 12.056978880153091)
(u'tami', 12.056978880153091)
(u'fabric', 11.209681019765888)
(u'malcom', 12.056978880153091)
(u'panorama', 10.6706845190332)
(u'solicitors', 12.056978880153091)
(u"kid's", 12.056978880153091)
(u'unanswerable', 13.155591168821202)
(u'ghodstinat', 11.5461532563871)
(u'joseph', 8.2139487462118961)
(u'authorized', 8.9967080854615293)
(u'greatness', 10.757695896022831)
(u'amercia', 12.462443988261256)
(u'on-line', 8.7488719215569475)
(u'leading', 7.3717659864914635)
(u'happy', 7.7849531406935384)
(u'otten', 12.462443988261256)
(u'offer', 7.3355082384688393)
(u'forming', 10.853006075827155)
(u"caretaker's", 12.462443988261256)
(u'grass-roots', 12.056978880153091)
(u'notifications', 10.958366591484982)
(u'verde', 12.462443988261256)
(u'robertson', 9.0951481582747817)
(u'safeguard', 11.076149627141366)
(u"rubin's", 12.462443988261256)
(u"else's", 11.5461532563871)
(u'morning', 7.882591610257454)
(u'aterial', 13.155591168821202)
(u'trash', 13.155591168821202)
(u'tommy', 12.462443988261256)
(u'non-discrimination', 12.056978880153091)
(u'humbles', 13.155591168821202)
(u'e-testing', 13.155591168821202)
(u'lays', 11.076149627141366)
(u'pesos', 13.155591168821202)
(u'intra-company', 13.155591168821202)
(u'panels', 10.6706845190332)
(u'dues', 10.757695896022831)
(u'pricing', 8.9659364267947748)
(u'passenger', 12.462443988261256)
(u'looms', 10.853006075827155)
(u'puerto', 10.21115218965476)
(u'tournament', 9.2435681633930553)
(u'fattened', 13.155591168821202)
(u'convergent', 12.056978880153091)
(u'gemini', 11.769296807701311)
(u'accounting', 8.6447316623043502)
(u'dealer', 11.209681019765888)
(u'supporters', 9.394391053127638)
(u'protested', 12.056978880153091)
(u'zapata', 13.155591168821202)
(u'floor', 7.6301382296894174)
(u'credibility', 10.322377824764985)
(u'yule', 13.155591168821202)
(u'flood', 11.076149627141366)
(u'unambiguously', 12.056978880153091)
(u'brings', 9.3054435671111424)
(u'jenkins', 12.462443988261256)
(u'developers', 10.447540967718991)
(u'roll', 9.3714015349029403)
(u'droplets', 12.462443988261256)
(u'vember', 13.155591168821202)
(u'tame', 13.155591168821202)
(u'ihlwan', 12.056978880153091)
(u'dornbusch', 10.958366591484982)
(u'outage', 11.209681019765888)
(u'eminent', 10.15985889526721)
(u'devon', 12.462443988261256)
(u'earnings-related', 13.155591168821202)
(u'congested', 12.056978880153091)
(u'duplication', 11.076149627141366)
(u'saunders', 13.155591168821202)
(u'highness', 12.056978880153091)
(u'lingar', 12.462443988261256)
(u'coastlines', 12.462443988261256)
(u'sap-certified', 13.155591168821202)
(u'lazarus', 13.155591168821202)
(u'time', 5.7967602704788472)
(u'conferred', 12.056978880153091)
(u'renegotiating', 13.155591168821202)
(u'thabo', 12.056978880153091)
(u'breadth', 11.5461532563871)
(u'rulemakings', 13.155591168821202)
(u'childs', 12.462443988261256)
(u'whoever', 11.076149627141366)
(u'reviewers', 10.447540967718991)
(u'knepshield', 13.155591168821202)
(u'post-traumatic', 13.155591168821202)
(u'crocodile', 13.155591168821202)
(u'asymptomatic', 12.056978880153091)
(u'skiing', 11.363831699593145)
(u'technologist', 12.462443988261256)
(u'emergencymanagement', 12.462443988261256)
(u'birdwhistell', 12.462443988261256)
(u'bribes', 11.363831699593145)
(u'hindi', 13.155591168821202)
(u"minister's", 9.6898552660214747)
(u'efficiencies', 11.363831699593145)
(u'platitudes', 13.155591168821202)
(u"laamistad's", 13.155591168821202)
(u'self-dealing', 13.155591168821202)
(u'downloading', 11.769296807701311)
(u'tastefully', 12.462443988261256)
(u'lithia', 13.155591168821202)
(u'two-way', 13.155591168821202)
(u'consolidation', 11.076149627141366)
(u'choice', 8.689683050166618)
(u'fees', 9.3054435671111424)
(u'servicing', 11.769296807701311)
(u'cwchu', 13.155591168821202)
(u'goldquest', 11.363831699593145)
(u'in-roads', 12.056978880153091)
(u'organiser', 12.056978880153091)
(u'pastures', 13.155591168821202)
(u'staffs', 12.462443988261256)
(u'khoubrou', 12.056978880153091)
(u'mendiwelso', 12.056978880153091)
(u'mcneill', 12.462443988261256)
(u'labels', 12.462443988261256)
(u'grotz', 12.462443988261256)
(u'alicante', 13.155591168821202)
(u'lifestrategy', 13.155591168821202)
(u'team', 6.9251097212427188)
(u'inclination', 13.155591168821202)
(u'zwart', 12.056978880153091)
(u'prevent', 9.1852992552690793)
(u'meadow', 12.462443988261256)
(u'bock', 12.056978880153091)
(u'trails', 12.462443988261256)
(u'bolwerk', 12.462443988261256)
(u'sign', 8.4642432865920565)
(u'lagasse', 13.155591168821202)
(u'sheeran', 11.363831699593145)
(u'reaffirmed', 12.056978880153091)
(u"jessica's", 13.155591168821202)
(u'befallen', 13.155591168821202)
(u'bocs', 13.155591168821202)
(u'elton', 13.155591168821202)
